timestamp,sensor_id,location,temperature_c,humidity_pct,battery_pct,status
2024-01-15 00:00:00,S001,tokyo,7.78,54.48,78.3,OK
2024-01-15 00:00:00,S002,tokyo,8.41,59.83,90.3,OK
2024-01-15 00:00:00,S003,tokyo,8.5,54.2,82.7,OK
2024-01-15 00:10:00,S001,tokyo,9.04,55.39,85.2,OK
2024-01-15 00:10:00,S002,tokyo,8.98,55.33,89.5,OK
2024-01-15 00:10:00,S003,tokyo,6.98,54.41,87.7,OK
2024-01-15 00:20:00,S001,tokyo,8.06,54.68,94.2,OK
2024-01-15 00:20:00,S002,tokyo,7.56,52.41,74.7,OK
2024-01-15 00:20:00,S003,tokyo,9.31,54.28,72.8,OK
2024-01-15 00:30:00,S001,tokyo,10.39,58.32,88.1,OK
2024-01-15 00:30:00,S002,tokyo,8.85,50.46,86.1,OK
2024-01-15 00:30:00,S003,tokyo,9.44,54.51,86.6,OK
2024-01-15 00:40:00,S001,tokyo,9.0,51.34,95.9,OK
2024-01-15 00:40:00,S002,tokyo,5.93,52.81,71.4,OK
2024-01-15 00:40:00,S003,tokyo,8.17,57.46,72.4,OK
2024-01-15 00:50:00,S001,tokyo,8.07,56.38,78.3,OK
2024-01-15 00:50:00,S002,tokyo,7.06,52.85,81.1,OK
2024-01-15 00:50:00,S003,tokyo,8.3,57.29,98.1,OK
2024-01-15 01:00:00,S001,tokyo,6.77,51.7,75.1,OK
2024-01-15 01:00:00,S002,tokyo,7.88,53.22,81.4,OK
2024-01-15 01:00:00,S003,tokyo,10.14,54.72,86.7,OK
2024-01-15 01:10:00,S001,tokyo,6.85,49.71,93.3,OK
2024-01-15 01:10:00,S002,tokyo,8.05,55.76,79.5,OK
2024-01-15 01:10:00,S003,tokyo,7.89,57.05,98.3,OK
2024-01-15 01:20:00,S001,tokyo,8.93,53.17,89.7,OK
2024-01-15 01:20:00,S002,tokyo,5.36,59.06,83.8,OK
2024-01-15 01:20:00,S003,tokyo,7.89,57.25,86.8,OK
2024-01-15 01:30:00,S001,tokyo,7.84,58.96,96.9,OK
2024-01-15 01:30:00,S002,tokyo,7.15,56.25,99.9,OK
2024-01-15 01:30:00,S003,tokyo,7.35,54.92,71.4,OK
2024-01-15 01:40:00,S001,tokyo,9.63,57.68,93.8,OK
2024-01-15 01:40:00,S002,tokyo,7.52,55.51,81.4,OK
2024-01-15 01:40:00,S003,tokyo,9.84,54.91,99.1,OK
2024-01-15 01:50:00,S001,tokyo,8.15,54.65,91.6,OK
2024-01-15 01:50:00,S002,tokyo,7.23,51.61,78.0,OK
2024-01-15 01:50:00,S003,tokyo,7.54,53.87,83.0,OK
2024-01-15 02:00:00,S001,tokyo,4.44,57.13,96.3,OK
2024-01-15 02:00:00,S002,tokyo,7.85,58.52,75.4,OK
2024-01-15 02:00:00,S003,tokyo,10.59,51.83,79.0,OK
2024-01-15 02:10:00,S001,tokyo,6.68,51.85,74.6,OK
2024-01-15 02:10:00,S002,tokyo,8.15,51.28,93.4,OK
2024-01-15 02:10:00,S003,tokyo,7.95,54.98,79.7,OK
2024-01-15 02:20:00,S001,tokyo,11.43,55.84,96.4,OK
2024-01-15 02:20:00,S002,tokyo,8.63,52.76,71.7,OK
2024-01-15 02:20:00,S003,tokyo,10.62,49.96,72.6,OK
2024-01-15 02:30:00,S001,tokyo,7.43,55.1,92.8,OK
2024-01-15 02:30:00,S002,tokyo,8.08,53.44,84.3,OK
2024-01-15 02:30:00,S003,tokyo,6.88,54.28,96.2,OK
2024-01-15 02:40:00,S001,tokyo,7.08,55.96,86.2,OK
2024-01-15 02:40:00,S002,tokyo,7.87,53.01,79.4,OK
2024-01-15 02:40:00,S003,tokyo,10.17,54.87,83.1,OK
2024-01-15 02:50:00,S001,tokyo,7.24,54.83,76.7,OK
2024-01-15 02:50:00,S002,tokyo,6.95,58.4,76.9,OK
2024-01-15 02:50:00,S003,tokyo,8.11,56.13,88.9,OK
2024-01-15 03:00:00,S001,tokyo,8.43,61.46,95.8,OK
2024-01-15 03:00:00,S002,tokyo,9.0,55.95,90.1,OK
2024-01-15 03:00:00,S003,tokyo,8.18,56.56,98.1,OK
2024-01-15 03:10:00,S001,tokyo,6.47,53.53,93.5,OK
2024-01-15 03:10:00,S002,tokyo,8.34,53.18,72.9,OK
2024-01-15 03:10:00,S003,tokyo,6.57,56.32,84.0,OK
2024-01-15 03:20:00,S001,tokyo,7.71,50.55,99.5,OK
2024-01-15 03:20:00,S002,tokyo,9.24,56.77,80.2,OK
2024-01-15 03:20:00,S003,tokyo,8.73,53.27,75.7,OK
2024-01-15 03:30:00,S001,tokyo,6.51,56.0,78.4,OK
