timestamp,sensor_id,location,temperature_c,humidity_pct,battery_pct,status
2024-01-17 00:00:00,S001,tokyo,8.71,59.58,71.3,OK
2024-01-17 00:00:00,S002,tokyo,8.68,58.54,77.6,OK
2024-01-17 00:00:00,S003,tokyo,10.11,50.9,97.2,OK
2024-01-17 00:10:00,S001,tokyo,11.15,54.01,83.5,OK
2024-01-17 00:10:00,S002,tokyo,7.33,48.54,72.0,OK
2024-01-17 00:10:00,S003,tokyo,4.97,58.38,85.1,OK
2024-01-17 00:20:00,S001,tokyo,10.01,55.56,90.9,OK
2024-01-17 00:20:00,S002,tokyo,8.32,55.66,87.0,OK
2024-01-17 00:20:00,S003,tokyo,8.64,50.56,92.2,OK
2024-01-17 00:30:00,S001,tokyo,6.18,57.74,96.1,OK
2024-01-17 00:30:00,S002,tokyo,8.89,54.68,92.5,OK
2024-01-17 00:30:00,S003,tokyo,6.05,58.47,82.0,OK
2024-01-17 00:40:00,S001,tokyo,7.87,56.9,74.8,OK
2024-01-17 00:40:00,S002,tokyo,8.47,59.54,96.4,OK
2024-01-17 00:40:00,S003,tokyo,8.42,51.8,91.2,OK
2024-01-17 00:50:00,S001,tokyo,6.74,54.6,76.6,OK
2024-01-17 00:50:00,S002,tokyo,7.51,51.33,75.1,OK
2024-01-17 00:50:00,S003,tokyo,9.06,55.63,71.2,OK
2024-01-17 01:00:00,S001,tokyo,9.86,59.99,97.8,OK
2024-01-17 01:00:00,S002,tokyo,7.66,60.26,89.3,OK
2024-01-17 01:00:00,S003,tokyo,8.02,60.59,86.0,OK
2024-01-17 01:10:00,S001,tokyo,9.39,55.02,88.2,OK
2024-01-17 01:10:00,S002,tokyo,7.57,55.92,91.2,OK
2024-01-17 01:10:00,S003,tokyo,5.71,53.54,82.3,OK
2024-01-17 01:20:00,S001,tokyo,6.98,53.29,71.7,OK
2024-01-17 01:20:00,S002,tokyo,9.13,49.88,76.6,OK
2024-01-17 01:20:00,S003,tokyo,8.91,54.59,99.1,OK
2024-01-17 01:30:00,S001,tokyo,3.95,53.06,93.3,OK
2024-01-17 01:30:00,S002,tokyo,8.14,53.6,92.4,OK
2024-01-17 01:30:00,S003,tokyo,6.39,57.95,96.1,OK
2024-01-17 01:40:00,S001,tokyo,6.74,52.16,94.5,OK
2024-01-17 01:40:00,S002,tokyo,8.22,57.33,87.4,OK
2024-01-17 01:40:00,S003,tokyo,8.89,50.31,74.7,OK
2024-01-17 01:50:00,S001,tokyo,8.28,59.8,81.1,OK
2024-01-17 01:50:00,S002,tokyo,8.54,54.23,75.4,OK
2024-01-17 01:50:00,S003,tokyo,9.19,60.48,75.7,OK
