timestamp,sensor_id,location,temperature_c,humidity_pct,battery_pct,status
2024-01-18 00:00:00,S001,tokyo,9.06,57.97,98.2,OK
2024-01-18 00:00:00,S002,tokyo,5.87,57.61,84.8,OK
2024-01-18 00:00:00,S003,tokyo,9.57,59.62,94.4,OK
2024-01-18 00:10:00,S001,tokyo,8.15,59.31,86.7,OK
2024-01-18 00:10:00,S002,tokyo,8.21,57.14,74.6,OK
2024-01-18 00:10:00,S003,tokyo,7.86,54.48,93.0,OK
2024-01-18 00:20:00,S001,tokyo,9.94,,76.3,OK
2024-01-18 00:20:00,S002,tokyo,5.83,59.73,74.9,OK
2024-01-18 00:20:00,S003,tokyo,7.62,58.75,85.3,OK
2024-01-18 00:30:00,S001,tokyo,7.46,57.06,73.6,OK
2024-01-18 00:30:00,S002,tokyo,42.56,54.77,75.5,OK
2024-01-18 00:30:00,S003,tokyo,5.75,52.88,95.0,OK
2024-01-18 00:40:00,S001,tokyo,9.98,56.41,87.0,OK
2024-01-18 00:40:00,S002,tokyo,8.2,56.85,80.0,OK
2024-01-18 00:40:00,S003,tokyo,6.06,58.18,97.6,OK
2024-01-18 00:50:00,S001,tokyo,,54.54,73.2,OK
2024-01-18 00:50:00,S002,tokyo,8.0,55.01,83.4,OK
2024-01-18 00:50:00,S003,tokyo,5.57,48.67,92.3,OK
2024-01-18 01:00:00,S001,tokyo,8.74,55.33,74.3,OK
2024-01-18 01:00:00,S002,tokyo,9.55,57.93,98.6,OK
2024-01-18 01:00:00,S003,tokyo,9.83,58.13,83.7,OK
2024-01-18 01:10:00,S001,tokyo,7.5,54.58,90.8,OK
2024-01-18 01:10:00,S002,tokyo,,56.38,75.3,OK
2024-01-18 01:10:00,S003,tokyo,9.68,51.69,91.6,OK
2024-01-18 01:20:00,S001,tokyo,8.87,59.25,94.3,OK
2024-01-18 01:20:00,S002,tokyo,5.82,53.31,93.8,OK
2024-01-18 01:20:00,S003,tokyo,6.13,59.12,86.3,OK
2024-01-18 01:30:00,S001,tokyo,7.08,58.87,82.2,OK
2024-01-18 01:30:00,S002,tokyo,9.34,58.59,96.7,OK
2024-01-18 01:30:00,S003,tokyo,7.98,56.63,97.7,OK
2024-01-18 01:40:00,S001,tokyo,9.06,53.24,97.5,OK
2024-01-18 01:40:00,S002,tokyo,7.9,49.15,87.2,OK
2024-01-18 01:40:00,S003,tokyo,9.38,49.46,99.7,OK
2024-01-18 01:50:00,S001,tokyo,4.6,52.77,92.2,OK
2024-01-18 01:50:00,S002,tokyo,8.75,52.52,98.1,OK
2024-01-18 01:50:00,S003,tokyo,5.9,57.74,73.2,OK
2024-01-18 02:00:00,S001,tokyo,8.02,55.1,93.8,OK
2024-01-18 02:00:00,S002,tokyo,9.06,54.31,82.2,OK
2024-01-18 02:00:00,S003,tokyo,8.37,55.11,73.6,OK
2024-01-18 02:10:00,S001,tokyo,9.5,54.05,80.7,OK
2024-01-18 02:10:00,S002,tokyo,8.41,58.07,87.7,OK
2024-01-18 02:10:00,S003,tokyo,9.29,55.52,70.9,OK
2024-01-18 02:20:00,S001,tokyo,9.87,57.65,88.6,OK
2024-01-18 02:20:00,S002,tokyo,9.68,55.83,97.2,OK
2024-01-18 02:20:00,S003,tokyo,7.27,48.38,83.6,OK
2024-01-18 02:30:00,S001,tokyo,7.05,59.84,95.6,OK
2024-01-18 02:30:00,S002,tokyo,9.7,51.03,98.1,OK
2024-01-18 02:30:00,S003,tokyo,37.1,59.41,89.6,OK
2024-01-18 02:40:00,S001,tokyo,7.76,56.72,78.7,OK
2024-01-18 02:40:00,S002,tokyo,8.54,58.29,70.2,OK
2024-01-18 02:40:00,S003,tokyo,8.92,55.52,80.2,OK
2024-01-18 02:50:00,S001,tokyo,6.99,48.7,73.0,OK
2024-01-18 02:50:00,S002,tokyo,,56.09,91.0,OK
2024-01-18 02:50:00,S003,tokyo,9.33,57.11,78.4,OK
2024-01-18 03:00:00,S001,tokyo,9.34,54.11,82.0,OK
2024-01-18 03:00:00,S002,tokyo,9.02,58.32,89.9,OK
2024-01-18 03:00:00,S003,tokyo,10.42,57.16,75.6,OK
2024-01-18 03:10:00,S001,tokyo,9.56,58.46,70.3,OK
2024-01-18 03:10:00,S002,tokyo,7.83,54.8,96.4,OK
2024-01-18 03:10:00,S003,tokyo,8.64,58.15,84.4,OK
2024-01-18 03:20:00,S001,tokyo,8.28,53.41,73.8,OK
2024-01-18 03:20:00,S002,tokyo,9.93,54.69,77.4,OK
2024-01-18 03:20:00,S003,tokyo,7.96,56.05,83.0,OK
2024-01-18 03:30:00,S001,tokyo,9.35,53.74,88.2,OK
2024-01-18 03:30:00,S002,tokyo,8.79,48.92,89.4,OK
2024-01-18 03:30:00,S003,tokyo,8.23,51.84,70.9,OK
2024-01-18 03:40:00,S001,tokyo,7.09,52.76,81.8,OK
2024-01-18 03:40:00,S002,tokyo,6.7,54.41,79.2,OK
2024-01-18 03:40:00,S003,tokyo,7.13,50.72,97.7,OK
