timestamp,sensor_id,location,temperature_c,humidity_pct,battery_pct,status
2024-01-16 00:00:00,S007,nagoya,5.42,49.07,80.3,OK
2024-01-16 00:00:00,S008,nagoya,7.41,51.3,94.4,OK
2024-01-16 00:10:00,S007,nagoya,8.01,57.83,74.3,OK
2024-01-16 00:10:00,S008,nagoya,7.61,53.54,73.9,OK
2024-01-16 00:20:00,S007,nagoya,9.52,54.18,93.5,OK
2024-01-16 00:20:00,S008,nagoya,9.79,54.43,92.7,OK
2024-01-16 00:30:00,S007,nagoya,8.19,52.38,93.8,OK
2024-01-16 00:30:00,S008,nagoya,6.98,51.91,73.6,OK
2024-01-16 00:40:00,S007,nagoya,7.49,53.11,90.0,OK
2024-01-16 00:40:00,S008,nagoya,7.57,46.76,97.6,OK
2024-01-16 00:50:00,S007,nagoya,8.39,58.2,75.5,OK
2024-01-16 00:50:00,S008,nagoya,7.11,53.05,95.4,OK
2024-01-16 01:00:00,S007,nagoya,10.92,49.39,80.4,OK
2024-01-16 01:00:00,S008,nagoya,8.44,54.99,91.9,OK
2024-01-16 01:10:00,S007,nagoya,7.6,55.89,73.0,OK
2024-01-16 01:10:00,S008,nagoya,7.28,51.76,76.5,OK
2024-01-16 01:20:00,S007,nagoya,7.94,54.28,97.0,OK
2024-01-16 01:20:00,S008,nagoya,3.57,50.13,73.0,OK
2024-01-16 01:30:00,S007,nagoya,7.9,55.46,91.2,OK
2024-01-16 01:30:00,S008,nagoya,6.16,54.98,83.2,OK
2024-01-16 01:40:00,S007,nagoya,8.41,51.5,80.6,OK
2024-01-16 01:40:00,S008,nagoya,6.74,53.43,76.8,OK
2024-01-16 01:50:00,S007,nagoya,10.79,57.64,73.7,OK
2024-01-16 01:50:00,S008,nagoya,8.12,53.04,92.9,OK
2024-01-16 02:00:00,S007,nagoya,6.96,48.32,71.2,OK
2024-01-16 02:00:00,S008,nagoya,7.15,53.31,78.5,OK
2024-01-16 02:10:00,S007,nagoya,6.45,50.47,99.3,OK
2024-01-16 02:10:00,S008,nagoya,5.71,53.31,78.7,OK
2024-01-16 02:20:00,S007,nagoya,8.1,50.47,72.1,OK
2024-01-16 02:20:00,S008,nagoya,8.42,49.13,90.4,OK
2024-01-16 02:30:00,S007,nagoya,9.85,61.89,84.7,OK
2024-01-16 02:30:00,S008,nagoya,8.77,53.98,89.8,OK
2024-01-16 02:40:00,S007,nagoya,8.22,52.85,82.0,OK
2024-01-16 02:40:00,S008,nagoya,6.91,51.25,97.8,OK
2024-01-16 02:50:00,S007,nagoya,8.04,51.85,99.3,OK
2024-01-16 02:50:00,S008,nagoya,6.43,55.42,99.7,OK
2024-01-16 03:00:00,S007,nagoya,9.55,55.99,91.8,OK
2024-01-16 03:00:00,S008,nagoya,7.08,56.67,87.5,OK
2024-01-16 03:10:00,S007,nagoya,7.12,57.24,89.3,OK
2024-01-16 03:10:00,S008,nagoya,6.12,54.0,88.1,OK
2024-01-16 03:20:00,S007,nagoya,6.08,53.95,78.4,OK
2024-01-16 03:20:00,S008,nagoya,7.58,50.57,77.5,OK
2024-01-16 03:30:00,S007,nagoya,5.39,52.07,74.0,OK
2024-01-16 03:30:00,S008,nagoya,7.9,52.58,72.0,OK
2024-01-16 03:40:00,S007,nagoya,5.75,44.78,81.5,OK
2024-01-16 03:40:00,S008,nagoya,7.13,50.44,88.7,OK
2024-01-16 03:50:00,S007,nagoya,7.99,52.68,92.5,OK
2024-01-16 03:50:00,S008,nagoya,7.79,46.71,76.1,OK
2024-01-16 04:00:00,S007,nagoya,6.59,49.04,77.8,OK
2024-01-16 04:00:00,S008,nagoya,5.85,56.95,86.4,OK
2024-01-16 04:10:00,S007,nagoya,7.86,51.78,82.9,OK
2024-01-16 04:10:00,S008,nagoya,8.77,50.5,79.4,OK
2024-01-16 04:20:00,S007,nagoya,6.31,54.33,71.0,OK
2024-01-16 04:20:00,S008,nagoya,4.71,49.93,79.1,OK
2024-01-16 04:30:00,S007,nagoya,7.02,48.64,74.0,OK
2024-01-16 04:30:00,S008,nagoya,7.13,48.61,73.3,OK
2024-01-16 04:40:00,S007,nagoya,6.5,48.07,90.6,OK
2024-01-16 04:40:00,S008,nagoya,5.97,50.51,95.6,OK
2024-01-16 04:50:00,S007,nagoya,6.01,51.87,84.8,OK
2024-01-16 04:50:00,S008,nagoya,9.54,51.24,80.6,OK
2024-01-16 05:00:00,S007,nagoya,8.81,51.63,70.8,OK
2024-01-16 05:00:00,S008,nagoya,10.24,53.6,80.5,OK
2024-01-16 05:10:00,S007,nagoya,7.48,51.3,96.7,OK
2024-01-16 05:10:00,S008,nagoya,7.13,53.14,80.4,OK
2024-01-16 05:20:00,S007,nagoya,6.63,54.18,89.8,OK
2024-01-16 05:20:00,S008,nagoya,7.53,56.34,87.8,OK
2024-01-16 05:30:00,S007,nagoya,7.97,51.41,79.1,OK
2024-01-16 05:30:00,S008,nagoya,7.34,52.51,79.8,OK
2024-01-16 05:40:00,S007,nagoya,4.6,53.46,87.0,OK
2024-01-16 05:40:00,S008,nagoya,8.46,50.63,90.9,OK
2024-01-16 05:50:00,S007,nagoya,3.78,47.41,81.3,OK
2024-01-16 05:50:00,S008,nagoya,5.99,54.49,94.2,OK
