timestamp,sensor_id,location,temperature_c,humidity_pct,battery_pct,status
2024-01-16 00:00:00,S004,osaka,8.48,53.03,94.2,OK
2024-01-16 00:00:00,S005,osaka,9.32,56.81,85.4,OK
2024-01-16 00:00:00,S006,osaka,9.11,58.62,98.5,OK
2024-01-16 00:10:00,S004,osaka,7.88,51.38,92.1,OK
2024-01-16 00:10:00,S005,osaka,8.59,58.29,76.6,OK
2024-01-16 00:10:00,S006,osaka,9.46,58.08,81.1,OK
2024-01-16 00:20:00,S004,osaka,10.98,58.54,97.2,OK
2024-01-16 00:20:00,S005,osaka,8.91,60.59,83.6,OK
2024-01-16 00:20:00,S006,osaka,14.03,60.42,79.7,OK
2024-01-16 00:30:00,S004,osaka,9.48,54.51,94.9,OK
2024-01-16 00:30:00,S005,osaka,10.6,55.98,86.3,OK
2024-01-16 00:30:00,S006,osaka,11.01,61.88,81.0,OK
2024-01-16 00:40:00,S004,osaka,8.37,53.32,85.5,OK
2024-01-16 00:40:00,S005,osaka,7.67,62.59,85.5,OK
2024-01-16 00:40:00,S006,osaka,8.18,62.82,84.6,OK
2024-01-16 00:50:00,S004,osaka,7.97,58.46,85.1,OK
2024-01-16 00:50:00,S005,osaka,10.58,59.38,72.3,OK
2024-01-16 00:50:00,S006,osaka,9.36,56.38,75.6,OK
2024-01-16 01:00:00,S004,osaka,8.45,61.63,73.5,OK
2024-01-16 01:00:00,S005,osaka,10.34,63.44,91.6,OK
2024-01-16 01:00:00,S006,osaka,8.3,58.4,76.3,OK
2024-01-16 01:10:00,S004,osaka,11.5,62.82,70.7,OK
2024-01-16 01:10:00,S005,osaka,11.89,59.05,74.8,OK
2024-01-16 01:10:00,S006,osaka,9.71,57.38,87.2,OK
2024-01-16 01:20:00,S004,osaka,11.09,58.8,75.4,OK
2024-01-16 01:20:00,S005,osaka,11.96,56.95,86.9,OK
2024-01-16 01:20:00,S006,osaka,12.38,58.56,89.9,OK
2024-01-16 01:30:00,S004,osaka,9.87,59.24,83.5,OK
2024-01-16 01:30:00,S005,osaka,13.01,57.73,75.1,OK
2024-01-16 01:30:00,S006,osaka,10.98,54.44,93.8,OK
2024-01-16 01:40:00,S004,osaka,10.41,56.28,89.8,OK
2024-01-16 01:40:00,S005,osaka,9.78,62.8,80.3,OK
2024-01-16 01:40:00,S006,osaka,8.08,59.16,76.9,OK
2024-01-16 01:50:00,S004,osaka,9.46,58.95,76.1,OK
2024-01-16 01:50:00,S005,osaka,11.13,55.26,82.6,OK
2024-01-16 01:50:00,S006,osaka,10.4,59.09,84.3,OK
2024-01-16 02:00:00,S004,osaka,9.68,57.44,93.5,OK
2024-01-16 02:00:00,S005,osaka,9.25,57.97,84.5,OK
2024-01-16 02:00:00,S006,osaka,11.39,60.98,94.8,OK
2024-01-16 02:10:00,S004,osaka,12.07,54.88,89.5,OK
2024-01-16 02:10:00,S005,osaka,8.57,57.6,71.3,OK
2024-01-16 02:10:00,S006,osaka,8.94,57.6,94.1,OK
2024-01-16 02:20:00,S004,osaka,10.36,55.15,87.7,OK
2024-01-16 02:20:00,S005,osaka,9.86,52.93,90.9,OK
2024-01-16 02:20:00,S006,osaka,10.66,58.93,84.3,OK
2024-01-16 02:30:00,S004,osaka,10.33,63.9,78.5,OK
2024-01-16 02:30:00,S005,osaka,11.1,55.85,75.7,OK
2024-01-16 02:30:00,S006,osaka,9.33,52.88,87.3,OK
2024-01-16 02:40:00,S004,osaka,10.13,58.24,89.6,OK
2024-01-16 02:40:00,S005,osaka,9.5,55.58,80.9,OK
2024-01-16 02:40:00,S006,osaka,11.23,61.6,77.6,OK
2024-01-16 02:50:00,S004,osaka,10.96,55.51,81.0,OK
2024-01-16 02:50:00,S005,osaka,9.64,62.47,92.6,OK
2024-01-16 02:50:00,S006,osaka,7.76,60.72,84.5,OK
2024-01-16 03:00:00,S004,osaka,8.69,60.78,77.6,OK
2024-01-16 03:00:00,S005,osaka,9.52,60.58,91.2,OK
2024-01-16 03:00:00,S006,osaka,9.74,52.13,89.8,OK
2024-01-16 03:10:00,S004,osaka,9.98,54.74,91.0,OK
2024-01-16 03:10:00,S005,osaka,10.55,59.77,82.0,OK
2024-01-16 03:10:00,S006,osaka,9.0,61.22,90.9,OK
2024-01-16 03:20:00,S004,osaka,9.76,56.29,98.9,OK
2024-01-16 03:20:00,S005,osaka,10.66,58.04,74.4,OK
2024-01-16 03:20:00,S006,osaka,11.43,56.56,71.9,OK
2024-01-16 03:30:00,S004,osaka,10.11,59.21,71.1,OK
2024-01-16 03:30:00,S005,osaka,6.77,63.75,88.4,OK
2024-01-16 03:30:00,S006,osaka,7.66,57.38,87.9,OK
2024-01-16 03:40:00,S004,osaka,12.62,56.14,89.2,OK
